"Subaru Outback 3 поколение Универсал , 2006",188000 км,8800$,https://i.cars.kg/preview/r/7YjfN_QuHqmgBi2aMqAY1g/1080x-/20220325/572c1c7cb9cc2cc2583ccd86e2d632c2.jpg
"Lexus RX 2 поколение [рестайлинг] Кроссовер , 2007",180000 км,14700$,https://i.cars.kg/preview/r/9dkOqF7b8jUUBoy4UpX3qw/1080x-/20220325/17b120e7973e490525b27ea274b9f0d6.jpg
"Lexus LX 2 поколение Внедорожник , 1999",192000 км,1100000$,https://i.cars.kg/preview/r/vmgAPGe-CR9Zq9CcXQS4Dg/1080x-/20220325/61f5da4961ebd8cf3cd51e11560b459a.jpeg
"Toyota RAV4 4 поколение [рестайлинг] Кроссовер , 2017",27000 км,20800$,https://i.cars.kg/preview/r/b1pkGIxcSlPFYEERxY8Hyw/1080x-/20220325/dd4dbd8eb6891f9b55135821843b49c7.jpg
"Toyota Highlander , 2003",Пробега нет,11000$,https://i.cars.kg/preview/r/NA-Jrk1VDtrKOgj7k6NSog/1080x-/20220325/4ab596a2a866750d313887120dc0eab6.jpg
"УАЗ Patriot 1 поколение [рестайлинг] Внедорожник , 2012",120000 км,8700$,https://i.cars.kg/preview/r/86d2l_yUo2Bp5j_ZF2GYmw/1080x-/20220325/1cb14729a9ce2819d8905c229c830e95.webp
"Lexus GX 2 поколение Внедорожник , 2010",141000 км,32000$,https://i.cars.kg/preview/r/u5eZ19NSo8JRsA-KhpYOzg/1080x-/20220325/002781ca377ce97445409b28d8d656db.jpg
"Lexus LX 3 поколение Внедорожник , 2008",250000 км,29800$,https://i.cars.kg/preview/r/mJ8l4l3N-ij-InHP3ZJY_A/1080x-/20220325/4252149a39535fab6010145e612856a4.webp
"Lexus RX 2 поколение Кроссовер , 2003",210000 км,11000$,https://i.cars.kg/preview/r/z3BqZ9aj8OOC73sSd9bb9A/1080x-/20220325/bbb120774fe9a0fa8fc9a934ceec752f.jpg
"Nissan X-Trail , 2003",Пробега нет,5800$,https://i.cars.kg/preview/r/KiGB7fjGMpZ2kDuerqFpyg/1080x-/20220325/b96891973a6ea94d02fddebb7142efdb.jpg
"Mitsubishi Montero 3 поколение Внедорожник 5-дв. , 2002",250000 км,6000$,https://i.cars.kg/preview/r/dQ8Dbs7dUvjRhmgs9GDk9Q/1080x-/20220325/e4e6d965b9d84c3740e56b2b36227627.jpg
"Chevrolet Spark M300 Хетчбэк , 2019",11000 км,10611$,https://i.cars.kg/preview/r/OFZajeEqEPIRFjrpGkk7jA/1080x-/20220325/ec385ecf3cd94cf202bdf499276566e9.jpg
"Lincoln Navigator 1 поколение Внедорожник , 2001",Пробега нет,5000$,https://i.cars.kg/preview/r/VMjSdeJM9K4wpMXsjPqj6Q/1080x-/20220324/3c26d75968521f1190811240107f8916.jpg
"Hyundai Sonata YF Седан 4-дв. , 2015",89000 км,12800$,https://i.cars.kg/preview/r/czk4woDWupCz3lQ2f8oIIQ/1080x-/20220324/c91e39207beb0785d7835de2c4404a67.JPEG
"Isuzu Trooper 2 поколение Внедорожник 5-дв. , 2001",Пробега нет,5500$,https://i.cars.kg/preview/r/0LncSUIEqN2MxQ-9xknSPQ/1080x-/20220324/5f228a8b33024f7b5c06fe1f7e0dc616.jpg
"Nissan X-Trail T30 Кроссовер , 2002",Пробега нет,5500$,https://i.cars.kg/preview/r/oFLIdYnKzW3KcjuUSPMWsQ/1080x-/20220324/3856fff0540fdacbb50706412931a983.jpg
"Toyota Camry XV50 Седан 4-дв. , 2012",153000 км,17500$,https://i.cars.kg/preview/r/YLb4gcQQxnWzvRhmENKmSg/1080x-/20220324/9f7138189abb6177655521605a3d4536.jpg
"Honda Stepwgn 3 поколение Минивэн , 2004",387000 км,9459$,https://i.cars.kg/preview/r/d8LkhiQZf7qwO1UTCtWWRQ/1080x-/20220324/1bc258ab81134f58232635408d223eba.webp
"Suzuki Jimny , 2002",119000 км,8000$,https://i.cars.kg/preview/r/_q7-hFkfSl3upo7CMeojTw/1080x-/20220324/22fcbc9a3c698d4769042613975ac946.jpg
"Suzuki Grand Vitara 2 поколение Кроссовер 5-дв. , 2005",304 км,8000$,https://i.cars.kg/preview/r/XS1HavnDpZRTrkNRRiQKLA/1080x-/20220324/1c552565fdf19a4d1d491b2ea4a709e1.webp
"Toyota Windom MCV30 , 2005",182880 км,9999$,https://i.cars.kg/preview/r/1eiQdeCRhD5JHvJ175_E1w/1080x-/20220324/2d94243a6d52d6134eb636fa00b652df.jpg
"Lexus LX 3 поколение [2-й рестайлинг] Внедорожник , 2016",113000 км,77000$,https://i.cars.kg/preview/r/YaTY_s0ZC0xG1EAGEVvlZw/1080x-/20220324/e97aead28c8c5978c0442c513d04678a.jpeg
"Toyota Avalon XX40 Hybrid седан 4-дв. , 2015",146000 км,20500$,https://i.cars.kg/preview/r/FaKjbVD6wLssMJ40wFwduw/1080x-/20220324/644427982533bfb1a233ef4d70223d3d.jpg
"Mercedes-Benz E-Класс W212/S212/C207/A207 Седан 4-дв. , 1999",123 км,11000$,https://i.cars.kg/preview/r/KZRkaCvufmrA8hmKByHhyw/1080x-/20220324/34ece4bc5ed18af60ecb47630f3bf426.jpg
"Toyota Camry XV50 [рестайлинг] Седан , 2021",5000 км,33500$,https://i.cars.kg/preview/r/PX5OGtSUv9tOBngAN6MHGg/1080x-/20220324/13c6d999412dbe5e7c1882b918437f38.jpg
"Mercedes-Benz Vito W639 Фургон , 2008",230000 км,8500$,https://i.cars.kg/preview/r/SLvaFAmH2hkDbmCgzIr72A/1080x-/20220324/8bc9ed2ac7a83a9ec78e457d2adcd8b2.jpeg
"Toyota Camry XV50 Седан 4-дв. , 2014",Пробега нет,15000$,https://i.cars.kg/preview/r/ki6xR2BEz0JRSWKxHAjP8Q/1080x-/20220324/446024d0a09c071c8bfcb45ce0ecea39.jpeg
"Volkswagen Passat B5.5 [рестайлинг] Седан , 2002",255000 км,4000$,https://i.cars.kg/preview/r/-UJSdXnr0igerFZymxWLqQ/1080x-/20220324/739bd45f630ec6552d03bb421bc58bc5.jpeg
"Lexus LX 3 поколение Внедорожник , 2010",169000 км,33500$,https://i.cars.kg/preview/r/27Z4FtiX4s2FSJJWo0y4Ww/1080x-/20220324/055e984a4f7271a5fcb1086cbad80865.jpeg
"Toyota Land Cruiser J200 [рестайлинг] 200 внедорожник , 2014",Пробега нет,55000$,https://i.cars.kg/preview/r/7LHvpi9yTRxWlk1HoWHn6w/1080x-/20220324/e7bd1a3393eda56736786ccd58d6c17e.jpg
"Kia Rio 3 поколение [рестайлинг] Седан , 2014",118350 км,7000$,https://i.cars.kg/preview/r/znk2OFnPN0AmFx0amKILOw/1080x-/20220323/940ff8c74eaebee549dd8e5da916f1bc.jpg
"Honda Odyssey 2 поколение [рестайлинг] Absolute минивэн 5-дв. , 2002",450000 км,5000$,https://i.cars.kg/preview/r/so_oTYnD0moBF4dsbWCEdg/1080x-/20220323/d949672d4ef34d5e4341050d6107a316.jpg
"Toyota Highlander 3 поколение Кроссовер , 2018",49000 км,48000$,https://i.cars.kg/preview/r/dFdGrMA_U7LXfnUsuZ8hjQ/1080x-/20220323/fabac15c958bcb3caf73d5946ccfda30.jpg
"Subaru Outback 3 поколение Универсал , 2005",200000 км,6000$,https://i.cars.kg/preview/r/GhR7PtQV1Rvjrb3E4vj_qA/1080x-/20220323/de3176af67a9c25a9d345f9aeba34119.jpg
"Honda Inspire 4 поколение Седан , 2003",174000 км,8200$,https://i.cars.kg/preview/r/AWDkKnd-evjPVrDuUfskng/1080x-/20220323/e265efdc46e0804f9d472e52807cda1c.jpg
"BMW 5 серия E34 Седан , 1991",1 км,3153$,https://i.cars.kg/preview/r/jICrKR4pcJuQLcNLwC2iTw/1080x-/20220323/b8a8cb24fd0724939b4ff567bb5789d1.jpg
"Subaru , 2002",201000 км,5700$,https://i.cars.kg/preview/r/AzPvN6j_BI7QKIjQr5olbA/1080x-/20220323/3882d489e8b0d64e35aa557ff81dde66.webp
"Kia Cee'd 2 поколение SW универсал , 2014",300 км,5500$,https://i.cars.kg/preview/r/qFCMmaYZQfI_6GGwK7tgwQ/1080x-/20220323/c4cba1277642eb8e1f9145727ac57e73.jpg
"Daewoo Пассат моно, 1990",2 км,1$,Картины нет
"Toyota Camry XV40 [рестайлинг] , 2010",150000 км,13500$,https://i.cars.kg/preview/r/TUSbJqhizyqGbAnXbKlW0w/1080x-/20220323/99aea3ab07b39c7eaa2ee2e7ae005ee6.jpg
"Toyota Prius 3 поколение [рестайлинг] Хетчбэк , 2015",125000 км,13100$,https://i.cars.kg/preview/r/Akctme5ZczeEALkVXrD4hw/1080x-/20220329/634b381c9f27fa17a96f84f1307cb7cc.jpg
"Honda Jazz 2 поколение Хетчбэк , 2008",15 км,5800$,https://i.cars.kg/preview/r/hcHEV27LvGe2E-FsqvYIJg/1080x-/20220323/353e70be91f4c12a084c40fb31d2e061.jpg
"Lexus LX 3 поколение [2-й рестайлинг] Внедорожник , 2016",Пробега нет,80000$,https://i.cars.kg/preview/r/OSMCFu9ONYT6tRtiHW4umg/1080x-/20220323/e4b14d68528fe52b17a584435be359ea.jpg
"Toyota Mark X 1 поколение [рестайлинг] Седан , 2007",120000 км,6600$,https://i.cars.kg/preview/r/Kx_Zy8uAUh1PqHDW-wKtRg/1080x-/20220323/a66bc0c58842701b39dca85ba361466b.jpg
"Mazda MPV 2 поколение [рестайлинг] Минивэн 5-дв. , 2003",Пробега нет,4487$,https://i.cars.kg/preview/r/dYNAYdwPx90ecWPsL3iQPw/1080x-/20220323/e8eb8ec882ca0aba17a2cce71a7667bb.jpg
"Toyota Land Cruiser J100 [рестайлинг] Внедорожник , 2004",1 км,13000$,https://i.cars.kg/preview/r/I3KCrBVaIZnA77A3yQSU0g/1080x-/20220323/a6f033cc5ef0f9c289ddc4996f0a59de.webp
"Volkswagen Golf 3 поколение Универсал , 1994",250000 км,180000$,https://i.cars.kg/preview/r/zJpA0F87Ukzs-k2YJO9rdA/1080x-/20220323/246faa05b95c4a3188b0e374716a9fd8.jpg
"Mercedes-Benz E-Класс W124 [2-й рестайлинг] Седан , 1994",1 км,3880$,https://i.cars.kg/preview/r/SyQooGAWF4pOMkq2tKvQ6A/1080x-/20220322/78cdede9a473955047a3abb5ebcc0140.webp
"Mercedes-Benz S-Класс W221 Седан , 2007",230000 км,8999$,https://i.cars.kg/preview/r/ePSoOuW8brI1mjLZlEFHxw/1080x-/20220322/6128167e4ed609fcdbff2c84f457ef8c.jpg
"Toyota Cresta X100 [рестайлинг] Седан , 2000",255000 км,3300$,https://i.cars.kg/preview/r/Wl1KdlTI4hRT2bLZHqP2zw/1080x-/20220322/9ccede342a9bcc7a105fd61da572203a.jpg
"Land Rover Range Rover Sport 2 поколение Внедорожник , 2008",1 км,13200$,https://i.cars.kg/preview/r/PJXTaQKhkYwBB8loC5kTaw/1080x-/20220322/4511bdb59772a873d872ef3131d6c30e.webp
"Honda Accord 8 поколение Седан 4-дв. , 2010",138000 км,11500$,https://i.cars.kg/preview/r/0_rRGytSE9WXKl2AUfSjvg/1080x-/20220322/8761705b2f8a23c47129f8fdfdddf2f5.jpeg
"Toyota Camry XV50 Седан 4-дв. , 2013",180000 км,12000$,https://i.cars.kg/preview/r/4uXP_pcFqXJEFw5gRRLMrA/1080x-/20220322/eadfd17a61a677ecee17aca392b3f7b9.webp
"Subaru Impreza 2 поколение [рестайлинг] Универсал , 2004",Пробега нет,4100$,Картины нет
"Mitsubishi Montero 3 поколение Внедорожник 5-дв. , 2000",200000 км,6000$,https://i.cars.kg/preview/r/ccND1fYUxgKFiRXaoXBxMw/1080x-/20220322/92fa0940438a8486471fb9b43c69a7e5.jpeg
"Isuzu Rodeo , 2021",Пробега нет,5821$,https://i.cars.kg/preview/r/KQRNLsOST0u4VSkl7dY8Jw/1080x-/20220322/857def250aaf5fa53c81c6e4da421189.jpg
"Toyota 4Runner 4 поколение Внедорожник , 2005",600000 км,14000$,https://i.cars.kg/preview/r/yqpTXvsbmgFq2uNz7NPGVQ/1080x-/20220322/4ad3934228b17bdfcd543c0aad01e2a2.jpg
"Volkswagen Passat B5.5 [рестайлинг] Седан , 2002",220000 км,4000$,https://i.cars.kg/preview/r/lACr3lbUKZhpYCCFCuJbpw/1080x-/20220322/c58afd2a47ea374880c5644f72fb045a.jpg
"Volkswagen Bora 1 поколение Седан , 1999",40000 км,2600$,https://i.cars.kg/preview/r/yuzD4H6S30UuCLKFQtysTg/1080x-/20220322/a64b903e7b17c2ec785ba7e265e69b2b.jpeg
"Toyota Land Cruiser Prado J120 Внедорожник 5-дв. , 2007",192000 км,19200$,https://i.cars.kg/preview/r/4NAJWry8jD7BcHpvgznxCg/1080x-/20220322/75e88ef4116f13d1036d31306a7cad3c.jpg
"Mercedes-Benz E-Класс W210/S210 [рестайлинг] Седан , 2000",315 км,6800$,https://i.cars.kg/preview/r/l5GjyuVe8XzJGttKajXFpg/1080x-/20220322/281e94a4029fb36a19c7cf2c98af94cb.jpeg
"Lexus GS 3 поколение Седан , 2006",Пробега нет,9000$,https://i.cars.kg/preview/r/RoBRU6rF3HeIYpNYVtSeAw/1080x-/20220322/477746ef63122d629b46f762c9cba033.jpeg
"Lexus RX 1 поколение , 2002",1 км,9200$,https://i.cars.kg/preview/r/Ssi7DdyM2q7nuiFu4qTEnw/1080x-/20220322/d3c85f81a6d0f6173dad931880418743.webp
"Honda Accord 7 поколение , 2003",204000 км,6500$,https://i.cars.kg/preview/r/EjynQgwkyYlBCqc6abJFVQ/1080x-/20220322/86d808ad5bd6d94da9f205a002ef17e0.jpg
"BMW X5 E53 Кроссовер , 2002",252000 км,8488$,https://i.cars.kg/preview/r/kJYrojWIxtuybPUC1kFt3A/1080x-/20220322/4a0bfe9a3da9e3d0bad5481fbeac5a2f.jpg
"Mercedes-Benz E-Класс W124 Седан 4-дв. , 1987",Пробега нет,1300$,https://i.cars.kg/preview/r/42m0oU5ACOP4wh_lb_tYJQ/1080x-/20220322/0ec8fb731abcc0e5abe663346e1b367b.jpeg
"BMW 5 серия E39 [рестайлинг] Седан , 2003",148560 км,6700$,https://i.cars.kg/preview/r/TdraeMBClLJ1vIUVx_5h5A/1080x-/20220322/4d88704a7bef4d3860ee9ece4c6894fc.jpeg
"Lexus , 2007",2007 км,20700$,https://i.cars.kg/preview/r/dM4OLsk-gZBpXBXXKyxCLA/1080x-/20220321/78af96b750afb8e9b459c207dbdd5c8a.jpg
"Subaru Legacy 4 поколение Седан , 2003",1 км,6300$,https://i.cars.kg/preview/r/nvq6YJeiTbYvyP-Yb6P_Xw/1080x-/20220321/ea475fb90a15c0539c2173d927176578.webp
"Volkswagen Golf 4 поколение Хетчбэк 3-дв. , 2000",600000 км,3800$,https://i.cars.kg/preview/r/qeWLR8I5cfhLSyKsPQFdWQ/1080x-/20220321/57b6c6192c7e7cc1de98c568dc160a69.jpg
"Mercedes-Benz S-Класс W221 Седан , 2005",380 км,11000$,https://i.cars.kg/preview/r/gnLsLGdFuXbAmX0UTq-iag/1080x-/20220321/85945c0689a4b63e2350f1a3a04fdd5b.webp
"Mercedes-Benz S-Класс W221 [рестайлинг] Седан 4-дв. , 2010",1 км,17500$,https://i.cars.kg/preview/r/Gpy-MaR7x2XN-A4cr3n_Ow/1080x-/20220321/cfc9d60f7be500bef91db861d9f82cad.webp
"Daewoo Matiz M150 [рестайлинг] Хетчбэк , 2004",Пробега нет,3395$,https://i.cars.kg/preview/r/FWVZ9CfJsATzcIlm4lcfWw/1080x-/20220321/fe932383567bea82112c320bdbb6bc0b.jpg
"Toyota Camry XV50 [рестайлинг] Седан , 2016",94000 км,15800$,https://i.cars.kg/preview/r/GhvQVRTfdvRpzPowS9W_4g/1080x-/20220321/4d12dabc20a60cd26e36748187bca539.jpg
"Hyundai Santa Fe DM [рестайлинг] Premium кроссовер , 2020",7800 км,36000$,https://i.cars.kg/preview/r/XJNzk379nEcaywcchjjzxg/1080x-/20220321/9242f027fc785bc0b358dfc3171697ba.webp
"Toyota Land Cruiser J200 Внедорожник , 2009",Пробега нет,31500$,https://i.cars.kg/preview/r/Q0bk8XVKipLrq9j_hIS-cA/1080x-/20220321/9c0fa85bedd73c294a56a0bc48e15a5e.jpg
"Honda Stepwgn , 2001",500 км,4777$,https://i.cars.kg/preview/r/CIyC4EytbXGee3DPlVtcSg/1080x-/20220321/444ae0034da6886cc95652929ce59041.jpeg
"Honda Civic , 2004",292 км,5300$,https://i.cars.kg/preview/r/8a2qIk_kJWLZGyX2W-DVWA/1080x-/20220321/59f1dd3fa5adc7cd3dd4d7c283d9bee9.jpeg
"Toyota Wish 1 поколение Минивэн , 2005",164000 км,7000$,https://i.cars.kg/preview/r/VPsch6tuz7uVDsVKam_KAw/1080x-/20220321/ba975cec34950085def4bfc1f6760c37.jpg
"Mercedes-Benz S-Класс W140/C140 [рестайлинг] Седан , 1996",Пробега нет,8000$,https://i.cars.kg/preview/r/vYR2GIv1HwA9ZJTIx-57dw/1080x-/20220320/10061066f09bb5ad8a651ce11ec96c67.jpg
"Subaru Legacy 3 поколение Универсал , 2001",1 км,3200$,https://i.cars.kg/preview/r/Wd_Jo3erE2CTd_BJnLCg-A/1080x-/20220320/5f9d5a997b5b485806903f9f866a32d9.webp
"Honda HR-V 1 поколение [рестайлинг] Кроссовер 5-дв. , 2003",238000 км,6000$,https://i.cars.kg/preview/r/J6_rPP7yTpuMupDaySPi9Q/1080x-/20220320/db56de509e2fccb6b60a97ca1cd91437.jpg
"Subaru Forester 3 поколение Кроссовер , 2008",Пробега нет,10500$,https://i.cars.kg/preview/r/wMx5ZcHXcWmHTAY7H_MPkg/1080x-/20220320/610fbd8f3bc31a1177c1d3ed69629bf3.jpg
"Honda Inspire 4 поколение Седан , 2003",Пробега нет,6100$,https://i.cars.kg/preview/r/VNk0HX_fxj0zVWUEcHVoOA/1080x-/20220320/4031458065035dea6a56b166b589bdbe.jpg
"Subaru Outback 4 поколение Универсал , 2010",150000 км,10000$,https://i.cars.kg/preview/r/WHjwILQpOTKNVBIaA6uVbw/1080x-/20220320/88c487c9b722b511b5df0e39f5dfa545.webp
"Daewoo Nexia 1 поколение Седан 4-дв. , 2004",300 км,165000$,https://i.cars.kg/preview/r/EZulVB3qn6ihuCoKGJG1LA/1080x-/20220320/f6bff3ad8297c540e5765b0674a95898.jpg
"Mercedes-Benz C-Класс W202/S202 Седан , 1993",305000 км,3900$,https://i.cars.kg/preview/r/ttwUT45Tj8cfKPCpQi7Fzw/1080x-/20220320/9a793f1da23e96cebecdc9d017945cb2.jpg
"Toyota Mark II X110 Седан , 2001",Пробега нет,5500$,https://i.cars.kg/preview/r/XpBtvL8pi-2qqH7qjel_Gg/1080x-/20220320/c75561145b970cbf5a402518f1b8e3de.jpg
"Honda Accord 7 поколение Седан , 2003",225000 км,7000$,https://i.cars.kg/preview/r/8JDb5e0OAgrbjrbjz1TXxA/1080x-/20220320/f0be4c460540fd65b4043d236f680087.jpg
"Honda CR-V 4 поколение Кроссовер , 2007",209000 км,12300$,https://i.cars.kg/preview/r/xKJkGJ-BYwb6OTalu9ULkw/1080x-/20220320/e39b44085a0be83246932c441f899a7b.webp
"Mazda 6 1 поколение Универсал , 2003",Пробега нет,3650$,https://i.cars.kg/preview/r/HtVaksp0Od8bPUXDe-nUBA/1080x-/20220320/e407d6fc375203406fe4d7451484d925.jpg
"Lexus LX 3 поколение [рестайлинг] Внедорожник , 2014",73000 км,50500$,https://i.cars.kg/preview/r/FPPV4tvAY1G3R0sH8tvjZg/1080x-/20220331/21ce5049d4c03cbb763944ecd0a08396.jpg
"Ford Mondeo 5 поколение Седан , 2017",193000 км,14950$,https://i.cars.kg/preview/r/FasjdoIN417xBz6w2v86YA/1080x-/20220319/565bab1e9b21c63790f5f8aea61be018.jpg
"Mazda Xedos 6 1 поколение Седан , 1993",600000 км,1800$,https://i.cars.kg/preview/r/0qI73sXWooER99D5cgnDYg/1080x-/20220319/73c41e509120ddbb7b8680b2600331e6.jpg
"Toyota Prius 3 поколение [рестайлинг] Хетчбэк , 2012",180000 км,11500$,https://i.cars.kg/preview/r/zyisejD4fzrcvQz-G98clg/1080x-/20220319/7122f6e3b0359252947b9c1307827d72.jpg
"Kia Morning 2 поколение Хетчбэк , 2018",87000 км,8500$,https://i.cars.kg/preview/r/8p7NRi7jQE7GH5tolpgiqQ/1080x-/20220319/058f0ee46fd80e128cffb9eb239d49db.jpg
"Toyota Camry XV50 Седан 4-дв. , 2015",140000 км,15800$,https://i.cars.kg/preview/r/l7ad_C5liz62J8CDh5S31Q/1080x-/20220319/ccf6e7d8686a5f6c4833e2675144f28c.webp
"Hyundai Sonata YF Седан 4-дв. , 2016",140000 км,15000$,https://i.cars.kg/preview/r/knOIyiXey3EEA2W3NSLxRg/1080x-/20220319/f2687b0f6782fd02ef8706357b6bb1a3.jpg
"Toyota Land Cruiser J200 Внедорожник , 2012",144400 км,40000$,https://i.cars.kg/preview/r/OOyTECNdKbDC62LwMrSsQA/1080x-/20220319/733140402af0fcc73b0b8252304b4d93.jpeg
"Hyundai Sonata Y3 Седан , 1996",Пробега нет,1800$,https://i.cars.kg/preview/r/ap2ArqwYDdpVnuz4n0c8gA/1080x-/20220319/b80f335d651214e7ee4df2708dcc16df.jpg
"Audi A6 4B/C5 Седан , 1998",Пробега нет,3638$,https://i.cars.kg/preview/r/f-ov8iV1IGCGsaCJNiB-2A/1080x-/20220319/d17fd2df0a3d69e2d26fd1ad6fadfeb5.jpg
"Alfa Romeo 147 1 поколение , 2003",250 км,2425$,https://i.cars.kg/preview/r/hafH0VuH8FvXPuKKgmgiPQ/1080x-/20220319/31f60ebd2a974b6840a6b642077fe3f5.jpg
"Toyota Camry XV50 [рестайлинг] Седан , 2016",102500 км,16000$,Картины нет
"Mitsubishi , 2001",390000 км,3000$,https://i.cars.kg/preview/r/tA7Ss2ofiVnlpbpsIFEAZA/1080x-/20220318/775dbd0b175f0bf0064a1b1151328d2b.jpg
"Lexus LX 3 поколение [рестайлинг] , 2012",Пробега нет,46000$,https://i.cars.kg/preview/r/FPsE613k5EMgVMhfU8gTRA/1080x-/20220318/865fe80302fa2c9bffa974fb3c6aac38.jpg
"Ford S-Max 1 поколение [рестайлинг] Минивэн , 2012",144000 км,7500$,https://i.cars.kg/preview/r/v97bLNllB7bswTIdsBfQVw/1080x-/20220318/9f9f3b38e28e04f410f9257a569f7068.jpeg
"Daewoo Nexia 1 поколение [рестайлинг] Седан , 2011",123 км,2425$,https://i.cars.kg/preview/r/rM6lYQhgdfU-VXzziBInQg/1080x-/20220318/2454148ecebc1a9cbcd2b0551fe30b44.jpg
"Toyota Crown S180 [рестайлинг] Седан , 2006",1600000 км,12999$,https://i.cars.kg/preview/r/MVEFTBBokFOgsom6yGpP-g/1080x-/20220330/92f6561b3adfe6c3ac9f6a79b4aa7f32.jpg
"Lexus LX 2 поколение Внедорожник , 2006",170000 км,25000$,https://i.cars.kg/preview/r/ePSMlZquHD_Xuj4ucwpwNg/1080x-/20220318/b7712e08ec9419cdb34b5b28d03af7b9.jpg
"Toyota Tacoma 2 поколение Double Cab пикап 4-дв. , 2009",260000 км,22500$,https://i.cars.kg/preview/r/psDqo02Rkb7JYM41XAXyzg/1080x-/20220318/09ceca9394dc55d74e93fb861c0b07fe.jpg
"Mini Cooper 2 поколение [рестайлинг] Хетчбэк 3-дв. , 2009",174000 км,6700$,https://i.cars.kg/preview/r/J9cEHR9xin5Mhc5LFN63ng/1080x-/20220317/6f07115e2072a656c5fbf63de9b96311.jpg
"Lexus GX 1 поколение Внедорожник , 2009",145000 км,25999$,https://i.cars.kg/preview/r/ko1uzNXO2JetNM-cgNHhrA/1080x-/20220317/b9015ccda930066aa2b964994e80b71a.jpg
"Honda Pilot 1 поколение Кроссовер , 2004",128600 км,6500$,https://i.cars.kg/preview/r/UwtutDjTpeS7ENVI_r1iNg/1080x-/20220317/41b9f466e561ae47d16a0a2913f182f5.jpg
"Toyota Land Cruiser , 2005",Пробега нет,17500$,https://i.cars.kg/preview/r/fNDIPO_7Xk4I1KcGEveecg/1080x-/20220317/df13257e1396d358eb3fa0b56e01d55f.jpg
"BMW 3 серия E36 Седан , 1993",298000 км,2000$,https://i.cars.kg/preview/r/LyoKfPyc6F3CdCFY1MpZHA/1080x-/20220317/fa6574d8cde259063c7055abad4b9751.jpg
"Toyota Avensis Verso 1 поколение [рестайлинг] Минивэн , 2003",210000 км,9200$,https://i.cars.kg/preview/r/og8zNQ7xWqJOkwIrHS4hsQ/1080x-/20220317/4ed013935eb084db5b388d0536551948.jpeg
"Toyota RAV4 3 поколение [2-й рестайлинг] Кроссовер , 2010",188 км,15500$,https://i.cars.kg/preview/r/Sljcurz1I2E8wLz3mDSrBA/1080x-/20220317/e14233a3a75ed2822a17cd29794f7f3f.jpeg
"Mazda Demio 2 поколение Хетчбэк , 2004",228300 км,4000$,https://i.cars.kg/preview/r/_FSzw8IRHWrsl0yQsjywCw/1080x-/20220317/d770331a7b6d7cd2639411b0d0ebfd1e.jpg
"Daihatsu Cuore L250 , 2008",154000 км,2800$,Картины нет
"Subaru Outback 3 поколение , 2006",Пробега нет,8700$,https://i.cars.kg/preview/r/7HFiBfnV8XliVc2IVlFZPQ/1080x-/20220317/8206ba018a8b2b8b9e3168a2028160ba.jpg
"Subaru Legacy 4 поколение , 2005",261000 км,5200$,https://i.cars.kg/preview/r/NUB6z9eixAs9ZZ-K98n8Bw/1080x-/20220317/a5a0345a1fa3185151d483b12699ee9e.jpg
"Mazda Tribute 1 поколение Кроссовер , 2001",300000 км,4600$,https://i.cars.kg/preview/r/MWnGwspi1JEGuIFb0Wbx1A/1080x-/20220317/2b9e4b7a5d7464ead9148ed653312e49.jpg
"Mercedes-Benz S-Класс W220 Седан , 1998",240000 км,4000$,https://i.cars.kg/preview/r/9LHoimHy8GpBx8_jpTKCVQ/1080x-/20220316/e315da95023c4e1649ab3a2caf2bc663.jpg
"Honda Accord 6 поколение [рестайлинг] JP-spec универсал , 2002",600000 км,4500$,https://i.cars.kg/preview/r/mcYpXwA2yN0dIh4VN1EvfA/1080x-/20220316/6f0b5f0774baebd0cf8a64721a7417b2.jpeg
"Mercedes-Benz S-Класс W220 Седан , 1999",220000 км,5200$,https://i.cars.kg/preview/r/4_LblAPqRFeMdsm02wCKnQ/1080x-/20220316/08e96999060ff5beb22f9422bf44d7d4.jpg
"Nissan March K11 [рестайлинг] Polka хетчбэк 5-дв. , 2001",Пробега нет,1819$,https://i.cars.kg/preview/r/mQUL4Ig2sHrEQ0pziZ4kbQ/1080x-/20220316/9f348d8b4a2edaabe2756aa18f2ee868.jpg
"Ford Mondeo 3 поколение Седан , 2001",111111 км,2243$,https://i.cars.kg/preview/r/njl7KP3bNCtifV80ZnIEOQ/1080x-/20220316/6b137f4899876db3511a865d8b23670b.jpg
"Kia Morning 1 поколение [2-й рестайлинг] Хетчбэк , 2009",230000 км,5600$,https://i.cars.kg/preview/r/cqrYiZectjfMSQ8gQvVjLg/1080x-/20220316/32bbf141226240783f7c6e00d8f80f70.jpg
"Toyota Camry XV30 Седан , 2002",288000 км,6500$,https://i.cars.kg/preview/r/Zu_gBepdVR59PQVC1NTl7A/1080x-/20220316/2f667b07a6294714a1aa71b06c829817.jpeg
"Toyota 4Runner 5 поколение Внедорожник , 2019",12000 км,70000$,https://i.cars.kg/preview/r/rrjeO3UmFaPnLpbq1ifeLw/1080x-/20220316/e88513379eb41a6d314e541a952566dc.jpg
"Mercedes-Benz S-Класс W221 Седан , 2006",190000 км,11500$,https://i.cars.kg/preview/r/-0mwG6WqA8wVKm-5z_1PDg/1080x-/20220316/4ebe602c67cc00a02c440c2609d06422.jpg
